club,player,position_as_stated,statement_paraphrase,source_type,source_url,datePublished_utc,dateModified_utc,retrieved_utc,raw_sha256,raw_file
BAL,Ronnie Stanley; John Simpson,LT; LG,ACTIVE per team-site statement,OFFICIAL_TEAM_SITE,https://www.baltimoreravens.com/news/ravens-inactives-saints-ronnie-stanley-carson-vinson,2026-09-20T15:42:20.655Z,2026-09-20T15:42:20.655Z,2026-09-20T16:14:07.570693Z,da1f2d57093247f89f599e3f38d9e5ec47a3911a2f101a6f90d4e5e82058f3e8,raw/team_https_www_baltimoreravens_com_news_ravens_inactives_saints_ronnie_stanley_carson_vinson.html
BAL,Trey Hendrickson,OLB,Will play with cast on hand (team site citing Ian Rapoport tweet embedded in article),OFFICIAL_TEAM_SITE,https://www.baltimoreravens.com/news/ravens-inactives-saints-ronnie-stanley-carson-vinson,2026-09-20T15:42:20.655Z,2026-09-20T15:42:20.655Z,2026-09-20T16:14:07.570693Z,da1f2d57093247f89f599e3f38d9e5ec47a3911a2f101a6f90d4e5e82058f3e8,raw/team_https_www_baltimoreravens_com_news_ravens_inactives_saints_ronnie_stanley_carson_vinson.html
BAL,Elijah Sarratt; Rashod Bateman,WR,Sarratt NFL debut; Bateman lead WR with Flowers and Lane out (team-site statement),OFFICIAL_TEAM_SITE,https://www.baltimoreravens.com/news/ravens-inactives-saints-ronnie-stanley-carson-vinson,2026-09-20T15:42:20.655Z,2026-09-20T15:42:20.655Z,2026-09-20T16:14:07.570693Z,da1f2d57093247f89f599e3f38d9e5ec47a3911a2f101a6f90d4e5e82058f3e8,raw/team_https_www_baltimoreravens_com_news_ravens_inactives_saints_ronnie_stanley_carson_vinson.html
BAL,Zay Flowers; Carl Jones Jr.; T.J. Tampa; Gerad Lichtenhan,WR; -; CB; T,Flowers ruled out (hamstring); Carl Jones Jr. signed to 53; Tampa to IR; Lichtenhan elevated,OFFICIAL_TEAM_SITE,https://www.baltimoreravens.com/news/zay-flowers-ruled-out-carl-jones-signed-53-man-roster-tj-tampa-injured-reserve-ravens-saints-week-2-2026,2026-09-19T20:18:52.828Z,2026-09-20T13:00:26.604Z,2026-09-20T16:14:07.572033Z,1f6dabcaf518ca2716d0fad7ddf3c49ccf68036c7a29054ee1d91e0877bc9de5,raw/team_https_www_baltimoreravens_com_news_zay_flowers_ruled_out_carl_jones_signed_53_man_roster_t.html
MIN,Kyler Murray,QB,"Inactive, concussion protocol (team-site statement)",OFFICIAL_TEAM_SITE,https://www.vikings.com/news/inactives-bears-week-2-2026,2026-09-20T15:30:00Z,2026-09-20T15:34:19.153Z,2026-09-20T16:14:07.574228Z,34fd39fa162a4ca187f5bf93e3f49b6b07effba90231534514f4e8fa78384597,raw/team_https_www_vikings_com_news_inactives_bears_week_2_2026.html
MIN,Jauan Jennings,WR,"Inactive, personal matter (team-site statement)",OFFICIAL_TEAM_SITE,https://www.vikings.com/news/inactives-bears-week-2-2026,2026-09-20T15:30:00Z,2026-09-20T15:34:19.153Z,2026-09-20T16:14:07.574228Z,34fd39fa162a4ca187f5bf93e3f49b6b07effba90231534514f4e8fa78384597,raw/team_https_www_vikings_com_news_inactives_bears_week_2_2026.html
MIN,Carson Wentz,QB,Starting Week 2 at Bears (100th career start),OFFICIAL_TEAM_SITE,https://www.vikings.com/news/carson-wentz-starting-week-2-at-bears,2026-09-18T18:38:26.322Z,2026-09-18T18:38:26.322Z,2026-09-20T16:14:07.575933Z,26eab9839cc3680e7ff76e0ccad24761c308b6b96a6cb58297daffda746192f5,raw/team_https_www_vikings_com_news_carson_wentz_starting_week_2_at_bears.html
CHI,Case Keenum,QB,"Third QB; dresses, eligible only if Caleb Williams and Tyson Bagent are injured (vikings.com statement)",OFFICIAL_TEAM_SITE,https://www.vikings.com/news/inactives-bears-week-2-2026,2026-09-20T15:30:00Z,2026-09-20T15:34:19.153Z,2026-09-20T16:14:07.574228Z,34fd39fa162a4ca187f5bf93e3f49b6b07effba90231534514f4e8fa78384597,raw/team_https_www_vikings_com_news_inactives_bears_week_2_2026.html
CHI,(none),-,No Bears player carried an out/doubtful/questionable designation on the final (Friday) injury report,OFFICIAL_TEAM_SITE,https://www.chicagobears.com/news/injury-update-no-bears-players-on-final-injury-report,NOT_STATED,NOT_STATED,2026-09-20T16:16:07.093546Z,5b8f56e2d1f574823c8bb2c86c18514ab169136310ead841c369e644c3c5d287,raw/extra_https_www_chicagobears_com_news_injury_update_no_bears_players_on_final_injury_report.html
CIN,Joe Burrow,QB,"Questionable, gets the start (team-site statement)",OFFICIAL_TEAM_SITE,https://www.bengals.com/news/pregame-quick-hits-joe-burrow-gets-nod-shemar-makes-season-debut-with-b-j-hill-out,2026-09-20T15:32:11.607Z,2026-09-20T15:45:26.714Z,2026-09-20T16:14:07.582088Z,0fea601259dbb77e5dda6f204484f23b5ef251ff5a8b8042e55a1f464b5b3e81,raw/team_https_www_bengals_com_news_pregame_quick_hits_joe_burrow_gets_nod_shemar_makes_season_debu.html
CIN,B.J. Hill; Shemar Stewart,DT; DE,Hill inactive (Achilles); Stewart season debut,OFFICIAL_TEAM_SITE,https://www.bengals.com/news/pregame-quick-hits-joe-burrow-gets-nod-shemar-makes-season-debut-with-b-j-hill-out,2026-09-20T15:32:11.607Z,2026-09-20T15:45:26.714Z,2026-09-20T16:14:07.582088Z,0fea601259dbb77e5dda6f204484f23b5ef251ff5a8b8042e55a1f464b5b3e81,raw/team_https_www_bengals_com_news_pregame_quick_hits_joe_burrow_gets_nod_shemar_makes_season_debu.html
CIN,Josh Johnson; Joe Giles-Harris,QB; LB,Practice-squad elevations for Week 2,OFFICIAL_TEAM_SITE,https://www.bengals.com/news/2026-week-2-roster-elevations-josh-johnson-joe-giles-harris,2026-09-19T20:01:06.823Z,2026-09-19T20:01:06.823Z,2026-09-20T16:14:07.583622Z,b6598ba9abe83e8df8dc332890c3faa08d88aef0b3cd5bb5981ac6ee2b5aed5b,raw/team_https_www_bengals_com_news_2026_week_2_roster_elevations_josh_johnson_joe_giles_harris.html
HOU,Nico Collins; Jadeveon Clowney; Ed Ingram,WR; DE; G,"Inactive: Collins (hamstring), Clowney (knee), Ingram (per Bengals pregame article)",OFFICIAL_TEAM_SITE,https://www.bengals.com/news/pregame-quick-hits-joe-burrow-gets-nod-shemar-makes-season-debut-with-b-j-hill-out,2026-09-20T15:32:11.607Z,2026-09-20T15:45:26.714Z,2026-09-20T16:14:07.582088Z,0fea601259dbb77e5dda6f204484f23b5ef251ff5a8b8042e55a1f464b5b3e81,raw/team_https_www_bengals_com_news_pregame_quick_hits_joe_burrow_gets_nod_shemar_makes_season_debu.html
PIT,Michael Pittman Jr.; Joey Porter Jr.,WR; CB,Both ruled out; Jamel Dean and Asante Samuel Jr. at CB (team-site statement),OFFICIAL_TEAM_SITE,https://www.steelers.com/news/steelers-inactives-for-week-2-vs-patriots-x2429,2026-09-20T15:30:00Z,2026-09-20T15:35:50.209Z,2026-09-20T16:14:07.586206Z,97f83fa169f5c705c64b3c0c4c96ba09a1f9d9ebe453bd50be500eb91b43bf26,raw/team_https_www_steelers_com_news_steelers_inactives_for_week_2_vs_patriots_x2429.html
PIT,Travis Homer; Doneiko Slaughter,RB; DB,Elevated from practice squad,OFFICIAL_TEAM_SITE,https://www.steelers.com/news/steelers-inactives-for-week-2-vs-patriots-x2429,2026-09-20T15:30:00Z,2026-09-20T15:35:50.209Z,2026-09-20T16:14:07.586206Z,97f83fa169f5c705c64b3c0c4c96ba09a1f9d9ebe453bd50be500eb91b43bf26,raw/team_https_www_steelers_com_news_steelers_inactives_for_week_2_vs_patriots_x2429.html
NE,TreVeyon Henderson; Efton Chism III,RB; WR,ACTIVE per team-site headline/statement; Henderson season debut,OFFICIAL_TEAM_SITE,https://www.patriots.com/news/inactives-analysis-rb-treveyon-henderson-to-make-season-debut-wr-efton-chism-iii-active-vs-steelers,2026-09-20T15:32:27.557Z,2026-09-20T15:37:55.9Z,2026-09-20T16:14:07.587526Z,5edb89211c378cb332a00529357ff5c8df86478ba6396f6844cba7a74fd8c130,raw/team_https_www_patriots_com_news_inactives_analysis_rb_treveyon_henderson_to_make_season_debut_.html
NE,Dre'Mont Jones,DL,Active (team-site statement),OFFICIAL_TEAM_SITE,https://www.patriots.com/news/inactives-analysis-rb-treveyon-henderson-to-make-season-debut-wr-efton-chism-iii-active-vs-steelers,2026-09-20T15:32:27.557Z,2026-09-20T15:37:55.9Z,2026-09-20T16:14:07.587526Z,5edb89211c378cb332a00529357ff5c8df86478ba6396f6844cba7a74fd8c130,raw/team_https_www_patriots_com_news_inactives_analysis_rb_treveyon_henderson_to_make_season_debut_.html
GB,Aaron Banks; Zach Bako-Bewele,LG; RT,"ACTIVE (were questionable, knee) per team-site statement",OFFICIAL_TEAM_SITE,https://www.packers.com/news/packers-jets-week-2-inactives-sept-20-2026,2026-09-20T15:30:00Z,2026-09-20T15:38:26.914Z,2026-09-20T16:14:07.589197Z,c1d59939bcfd8642b8f0e72f0ca9ecefa8db7ab5b623aa6f0a9b1353ae63bc36,raw/team_https_www_packers_com_news_packers_jets_week_2_inactives_sept_20_2026.html
NYJ,Jason Sanders; Troy Reeder,K; LB,Elevated from practice squad; K Blake Grupe inactive,OFFICIAL_TEAM_SITE,https://www.newyorkjets.com/news/jets-vs-packers-game-inactives-09-20-2026,2026-09-20T15:30:00Z,2026-09-20T15:50:10.139Z,2026-09-20T16:14:07.590172Z,84fbe443ea4152e354d1ec415d830aaffe24c14bb59b05316f51e1c9271f13f7,raw/team_https_www_newyorkjets_com_news_jets_vs_packers_game_inactives_09_20_2026.html
CLE,Deshaun Watson,QB,"Expected to start Week 2 (coach statement, Sept 14)",OFFICIAL_TEAM_SITE,https://www.clevelandbrowns.com/news/deshaun-watson-expected-to-start-week-2-against-the-buccaneers-news-notes,2026-09-14T21:10:24.02Z,2026-09-14T21:19:42.296Z,2026-09-20T16:14:07.593421Z,f32afd4439d05ac6665046a481f3c6c9023fa31374abac1606f30af4bf5d3d77,raw/team_https_www_clevelandbrowns_com_news_deshaun_watson_expected_to_start_week_2_against_the_buc.html
CLE,Teven Jenkins; Austin Barber,G,Jenkins out; Austin Barber at RG (per Buccaneers article),OFFICIAL_TEAM_SITE,https://www.buccaneers.com/news/browns-bucs-inactives-jacob-parrish-ruled-out,2026-09-20T15:30:00Z,2026-09-20T15:37:31.987Z,2026-09-20T16:14:07.595345Z,50cf34f03c69f7d1cf2a9e658cb4be171b8ceb96badcce50eccefec44dd658db,raw/team_https_www_buccaneers_com_news_browns_bucs_inactives_jacob_parrish_ruled_out.html
CLE,Nathaniel Watson,LB,Elevated by Browns (per Buccaneers article),OFFICIAL_TEAM_SITE,https://www.buccaneers.com/news/browns-bucs-inactives-jacob-parrish-ruled-out,2026-09-20T15:30:00Z,2026-09-20T15:37:31.987Z,2026-09-20T16:14:07.595345Z,50cf34f03c69f7d1cf2a9e658cb4be171b8ceb96badcce50eccefec44dd658db,raw/team_https_www_buccaneers_com_news_browns_bucs_inactives_jacob_parrish_ruled_out.html
TB,Jacob Parrish; Benjamin Morrison,CB,Parrish (back) out; Morrison expected to start (team-site statement),OFFICIAL_TEAM_SITE,https://www.buccaneers.com/news/browns-bucs-inactives-jacob-parrish-ruled-out,2026-09-20T15:30:00Z,2026-09-20T15:37:31.987Z,2026-09-20T16:14:07.595345Z,50cf34f03c69f7d1cf2a9e658cb4be171b8ceb96badcce50eccefec44dd658db,raw/team_https_www_buccaneers_com_news_browns_bucs_inactives_jacob_parrish_ruled_out.html
TB,Miles Killebrew; Jalen McMillan,S; WR,Killebrew cleared concussion protocol; McMillan 2026 debut (team-site statement),OFFICIAL_TEAM_SITE,https://www.buccaneers.com/news/browns-bucs-inactives-jacob-parrish-ruled-out,2026-09-20T15:30:00Z,2026-09-20T15:37:31.987Z,2026-09-20T16:14:07.595345Z,50cf34f03c69f7d1cf2a9e658cb4be171b8ceb96badcce50eccefec44dd658db,raw/team_https_www_buccaneers_com_news_browns_bucs_inactives_jacob_parrish_ruled_out.html
TB,Ifeatu Melifonwu,S,Elevated from practice squad,OFFICIAL_TEAM_SITE,https://www.buccaneers.com/news/bucs-elevate-safety-ifeatu-melifonwu-again,2026-09-19T20:00:00Z,2026-09-19T20:00:18.637Z,2026-09-20T16:14:07.596973Z,47778902c1ca3f324ba6301bd15315aa4f4b9466eb64d758fdcbf71b5dc3caf6,raw/team_https_www_buccaneers_com_news_bucs_elevate_safety_ifeatu_melifonwu_again.html
PHI,Andrew Mukuba,S,ACTIVE per team-site statement,OFFICIAL_TEAM_SITE,https://www.philadelphiaeagles.com/news/eagles-at-titans-inactives-week-2-2026-nfl-regular-season,2026-09-20T15:30:00Z,2026-09-20T15:59:55.109Z,2026-09-20T16:14:07.599072Z,aac906b1b560494936e4db176e645758a91393d32b75ef75a5551f6b9766b917,raw/team_https_www_philadelphiaeagles_com_news_eagles_at_titans_inactives_week_2_2026_nfl_regular_s.html
PHI,Andy Dalton; Tanner McKee,QB,Dalton backup QB; McKee third QB (team-site statement),OFFICIAL_TEAM_SITE,https://www.philadelphiaeagles.com/news/eagles-at-titans-inactives-week-2-2026-nfl-regular-season,2026-09-20T15:30:00Z,2026-09-20T15:59:55.109Z,2026-09-20T16:14:07.599072Z,aac906b1b560494936e4db176e645758a91393d32b75ef75a5551f6b9766b917,raw/team_https_www_philadelphiaeagles_com_news_eagles_at_titans_inactives_week_2_2026_nfl_regular_s.html
PHI,Maximus Pulley,-,Elevated for game at Titans,OFFICIAL_TEAM_SITE,https://www.philadelphiaeagles.com/news/eagles-elevate-maximus-pulley-for-game-at-titans,2026-09-19T20:00:00Z,2026-09-19T20:00:04.901Z,2026-09-20T16:14:07.600907Z,7c617fb27bb15bf3ccacddb19df95bfb1e20a15458d9ae5d9e55bf5d9c53c6d8,raw/team_https_www_philadelphiaeagles_com_news_eagles_elevate_maximus_pulley_for_game_at_titans.html
